metal,route,transport_mode,alloy_grade,mass_kg,electricity_kWh,grid_co2_g_per_kWh,transport_km,yield_frac,recycled_input_frac,end_of_life_recovery_frac,GWP_kgCO2e,energy_MJ,circularity_index
aluminium,raw,truck,2024,1020.0126950628428,1684.521753238796,658.2597873297265,516.6725652976587,0.753619749108432,0.9960791289068266,0.5183307870098315,1088.5767339763963,6177.988967514171,90.14487303465812
copper,raw,ship,Cu-OF,4263.894153435378,1205.2103704104475,364.8643965898667,1898.2390533306452,0.9979228008581364,0.38707676860158124,0.6475547776534225,573.2747681006692,5453.084343579213,43.59177310671336
aluminium,recycled,rail,6061,2761.095423932445,532.8285049001839,177.80117785605867,1274.5597874415912,0.5893039546618264,0.9057951677346345,0.4066801840966585,130.3369902735366,2628.939699190417,74.87703943189288
copper,recycled,rail,Cu-ETP,564.7155619286884,621.2823447548029,783.4858344608379,320.2434746444942,0.9912118835800563,0.2935856384242821,0.5306286890971937,489.96232927169126,2407.7722391389852,42.34243247304801
aluminium,recycled,rail,5052,4113.415855890968,1061.4495569147302,382.63960271587973,1447.2746703876771,0.688074892114722,0.7532025651404958,0.5072857552906347,359.24079889957676,4746.4841829189845,61.404334518094444
aluminium,raw,rail,6061,4913.572124365632,1558.5679145594763,513.6395946744012,1446.8220752864577,0.6001602430369106,0.2190666163123789,0.709110362957773,966.131845395495,6685.964747608409,51.30793226707673
copper,raw,truck,Cu-PHC,3226.6678793641127,1385.656493077689,313.1316347083923,1336.275690146873,0.7070545410619979,0.49832470964825026,0.4099813193562827,569.2858302879478,5433.477590083855,46.62168115422662
aluminium,raw,ship,5052,2766.6877418783183,1680.0915890350502,664.5853705221681,278.0936857304206,0.8069975620174086,0.8246157392957796,0.09976712262214005,982.4885301556275,6537.723240847654,54.15647073290962
aluminium,recycled,rail,1100,4452.871383702328,1059.2774598683918,371.3395738189235,821.903052104478,0.6067486969554979,0.8163343988950826,0.7887095228136228,403.0662334617487,4034.4514695196417,72.8371645507454
copper,recycled,truck,Cu-OF,4786.325553580694,762.137259389924,971.2188651048656,222.44509768388212,0.6457195416510639,0.7942807173626745,0.6848530033282075,707.1708496501069,2965.050875039586,64.49101687562663
aluminium,raw,ship,6061,3895.4161215610725,1648.6203084078538,732.652793755216,1635.0748031433516,0.9272732508676449,0.8237344130385529,0.9501234554573654,1393.447649059389,7072.375596479013,86.21613005269451
aluminium,recycled,ship,1100,2504.5381838042954,640.4615989823843,223.0500487361192,1313.7925649240594,0.9995047308344339,0.21147228130587925,0.4287161758478628,253.39941476406284,2936.6872348715465,36.32329620420025
aluminium,recycled,truck,6061,3164.9962969914823,535.9550931926489,475.0253557061201,1019.3358341679586,0.6590863457492132,0.48221627256038646,0.07820565691109471,324.9414482280537,2432.6105158801815,22.752068924148254
copper,recycled,truck,Cu-PHC,3654.2091425809967,610.5596790322846,446.87898975689075,692.6007982361873,0.5744284019749701,0.4848714745971586,0.12161898636324298,259.5125499282431,2506.2741108318655,34.68381692065118
aluminium,raw,rail,6061,1374.2310695081064,1274.6605247680532,580.8223996483448,376.6564542439225,0.8965854099970207,0.8905024873479125,0.7733195432030779,619.087888690333,4580.191529595429,84.77095220969814
copper,recycled,ship,Cu-OF,2512.4046449739712,877.3175257667948,857.7376070313279,221.8307017778847,0.8002278436375726,0.2968918293994288,0.06775728277860193,777.1226660345328,3165.0046057635095,26.728937743984055
aluminium,recycled,ship,5052,4234.195691227782,673.9548575798171,625.0798136647015,1938.78880899843,0.5502005716878006,0.9314958933890483,0.9078261449292854,510.01994036391346,3479.948669611814,97.28519924744599
aluminium,raw,truck,5052,3446.2640682429933,1711.7665220305757,155.40100983999935,407.30079749248586,0.9733857407180104,0.45079573630609904,0.28165011129518536,220.29975316688368,6638.3782865917265,39.01515629488098
aluminium,raw,ship,1100,2350.418302453343,1432.5747751214756,689.8741271225696,129.15050717555746,0.5390247641999459,0.6697870031774188,0.8988790405793248,966.6969080157866,5218.0749019416635,75.67456412226704
copper,recycled,rail,Cu-OF,3485.131403066066,493.91654991442647,107.43876815127255,1923.7168766431678,0.8126782008168205,0.26888311227933437,0.7735068488009461,190.68956367521096,2601.575064846456,43.47396564326123
aluminium,recycled,ship,5052,1032.0008543260694,1061.0951434259728,801.9644144863537,1102.413965302076,0.7119686279467907,0.4102981068313073,0.87120103629169,1168.8588376915623,4120.629569103095,53.73875111033533
aluminium,raw,truck,2024,2306.7392475419433,1417.9935432517343,699.9724651701179,1595.3469026323744,0.7783119591199679,0.7098009320691404,0.21403969176996573,845.8474925977966,5871.132574065092,48.01764464895241
copper,raw,truck,Cu-ETP,4069.0784208337536,1134.1727451978818,377.9070925173274,97.09403592465392,0.6066070978300722,0.5127471418510093,0.5956934958135682,389.0855064030158,4022.5792783233533,49.05850865626458
aluminium,recycled,rail,2024,1492.289542114916,563.6550677677455,363.1976241305642,1138.2222563845128,0.8440551996253258,0.9307080116883338,0.09358913207242259,200.30385295856638,2752.3744582921645,59.06053144766988
copper,recycled,rail,Cu-PHC,1336.8267840083795,702.2679991695056,818.445696891675,802.4378285948103,0.9798598445666699,0.7371249658974774,0.20228076753937596,634.5389025430359,2826.52034486987,52.145067344116114
copper,recycled,ship,Cu-DHP,4778.683969623941,473.3036486865081,805.0030227321585,1546.2092243562681,0.7292129370224578,0.5644029255105999,0.30990222733726847,459.88562919251905,2550.983108899551,44.88686051334747
aluminium,recycled,ship,5052,1444.5393331380383,851.3625007037043,417.07211893908396,86.4670348217266,0.7614791387841136,0.8866697566522082,0.7408125915100231,302.9181972674115,3011.6904914241486,83.37945027007912
copper,raw,truck,Cu-OF,1674.1336084257564,1254.8110224319257,369.05295527180226,809.3642314376125,0.6199058352844407,0.6655563887887443,0.02471437938848331,514.1107517389444,4852.2328242570475,38.62601110408685
aluminium,recycled,rail,2024,4863.2717250695205,931.5198173574602,603.842309994511,1600.1561047775301,0.9459339918755405,0.6473204734204323,0.9031172828721364,587.5406158382516,4189.300117774611,79.17222557838227
copper,recycled,rail,Cu-PHC,3806.1885661926153,747.1448917034647,107.52909398572976,1050.1675566303563,0.9855872025699791,0.24637133314762727,0.0708035137129217,149.02979907236258,3298.3232721569834,18.757996808898117
copper,raw,rail,Cu-OF,3648.184398605877,1208.6714606409237,174.40033418788806,1104.5770945872218,0.8931484425430272,0.3948569655282109,0.37649019534462713,272.05737318219315,5007.107070851313,36.330916482742246
aluminium,recycled,ship,6061,4338.1687273456155,698.5951685620419,213.5526311338631,203.35771711227136,0.771386751079902,0.6833036526040215,0.08108962832858413,100.50887715792597,2543.371878479257,38.40913404430951
copper,raw,rail,Cu-PHC,1021.2038700655743,1402.4705369008402,266.8706360444568,273.33780667898185,0.9783984122543153,0.8917917114831578,0.7689678431033737,306.2949529352991,5211.580773306827,83.85831921930894
copper,recycled,truck,Cu-DHP,3676.8030646100324,485.91938964509086,560.8163140079222,1357.229214677914,0.5769250276836384,0.3155474736449152,0.14131497340275678,404.106151667128,2382.426783152007,30.29119051594494
copper,recycled,truck,Cu-PHC,2766.598741977075,604.5054566815988,993.0177233750098,1353.3427783569405,0.7392454299476092,0.2154856219429847,0.8847569102624576,730.7761665122468,2648.7278994596854,51.266635305765035
copper,raw,ship,Cu-ETP,4231.177881278629,1140.7515499222368,687.3520615726181,1958.415754562024,0.7688028533632065,0.5936959788158558,0.5302219865915261,864.1711898168064,5144.128712692557,60.62148685764022
copper,raw,ship,Cu-ETP,2786.6377339933742,1413.047031581813,155.16891500430123,1426.7864462504454,0.7459582098761883,0.06719709810271313,0.9484728194553961,322.80776987988924,6166.56976455868,45.590983038992555
aluminium,recycled,rail,6061,3291.0860942101044,759.1511186874973,573.0214366560176,991.5545569075601,0.9012091435893517,0.7145417014500052,0.2903609128081953,424.958820850052,3478.008206615934,60.56524756270767
copper,recycled,ship,Cu-ETP,2649.839568797912,531.6595133024906,546.980691150554,1716.0823688317703,0.835201445508182,0.7031385432874808,0.45431615187839103,405.04095894657155,2816.0051506273844,64.67151295997449
aluminium,recycled,truck,6061,2651.7151560012985,913.8942157385825,229.75103423624455,217.90124177371308,0.5633292329591308,0.3549660309861551,0.6942469623295779,192.47239067724928,3441.7841153861673,49.813194698576126
copper,raw,rail,Cu-DHP,3955.864901278242,1261.4646659168657,928.2451319221669,904.0986835835465,0.6732256536715302,0.8926776533449017,0.8319133125709606,1415.922204105274,4339.363847922206,84.80181433664629
aluminium,recycled,truck,2024,3328.5488029127746,564.3481000975077,496.6887229078321,581.3471307458638,0.6695384241934432,0.5021811415391275,0.42135708774560676,288.2149222789212,2639.014043232932,51.36502948532853
aluminium,raw,rail,6061,3349.684407242347,1504.901283806378,995.1032265487657,218.2292357859749,0.7828160963964643,0.6457649506929368,0.8924325383271642,1482.2346453773519,5922.190146910759,62.34769208208464
copper,raw,ship,Cu-ETP,2526.271177241866,1341.2870329999487,478.06506572694786,1529.369148593529,0.6457292088289485,0.20957848193833784,0.11798720832439524,633.9451452301246,5805.622317760764,23.631158942512045
copper,recycled,rail,Cu-PHC,2889.992733518874,895.2448587548138,647.1619324152483,1026.476140692779,0.5586358847769552,0.41734033516,0.7086847188100954,554.6084355921232,3749.569135674732,56.83785967181986
copper,raw,rail,Cu-DHP,3855.729497921543,1277.4881003821915,194.28628280629607,1117.9697525960064,0.8268413328285678,0.8624175402697681,0.3481989822136604,243.0548640023467,4582.613481648487,73.86601281063464
aluminium,recycled,truck,1100,4216.734136003632,722.1758398647906,508.8050414261823,828.3978239415547,0.9255184692675112,0.2129395476323428,0.10133548413259696,406.1259182977456,3041.505657770132,11.231837213427458
copper,recycled,truck,Cu-OF,3634.5263096482076,435.69095988127106,314.88930460357597,926.0710908894431,0.9658040477329619,0.3905743775924688,0.38666455680200384,162.47129500256278,2034.7499058153712,44.71119293876305
aluminium,recycled,rail,1100,4658.328449805574,1023.6981404919921,852.0083187141115,240.87460037477624,0.9862892088297379,0.31807654442812994,0.8802156244855679,764.6379073732475,3537.5864752816165,57.611020625202194
aluminium,recycled,ship,5052,4191.458396662404,988.7391272681016,805.5276263807859,1349.106470331083,0.890558423104507,0.15111018486478012,0.98053387128864,977.1816122353922,4328.890277147913,45.25061215242358
aluminium,recycled,ship,5052,3028.387054142833,640.3536924676309,841.7619996628226,870.5702456143754,0.5698512141459511,0.28971791812753556,0.3927998571004826,545.7673347076174,2910.009043083815,32.41330569236142
copper,raw,truck,Cu-OF,3521.327326896816,1020.3792540879441,751.2484939821562,1635.3674705278706,0.9265559121183622,0.23277228357521673,0.8864163878063751,903.098799021243,4567.523125977933,48.39163764367133
copper,raw,ship,Cu-PHC,4668.387246145382,1329.0820660867053,849.414901258046,400.61152828472143,0.699980036691237,0.9235936304613274,0.5096544162418782,1140.3963275408908,5069.0707885030115,73.97695774657647
aluminium,recycled,truck,6061,3286.256199093763,688.9712371512557,280.74587515742877,418.0596359034832,0.8649556568961818,0.741078804542796,0.7170150376639415,176.37622739141787,2743.3136806235325,66.40208740214004
aluminium,recycled,ship,6061,4211.631265909238,683.8392790171747,506.8393989218215,1295.0615473460687,0.7656340024804179,0.3161015817828243,0.04537142227382318,457.49516933374923,3059.1716968953024,26.652632626194105
copper,raw,rail,Cu-PHC,3599.647266154942,991.3741482405932,722.6621919513714,1693.5468125608197,0.9143030668243919,0.7633390532427098,0.5573119719840234,838.0020082882544,4583.150623968612,63.361159449196734
aluminium,raw,truck,2024,2983.713624772099,1358.385311825898,673.6532481416214,949.6736988501689,0.7127528664198444,0.022139953033871396,0.07016193621099043,1106.3273584625472,5773.78383016866,0.0
copper,raw,truck,Cu-DHP,1588.271879369089,1156.5045345555898,744.7190345866783,1456.6381987788689,0.5308969053700103,0.5265247107711399,0.2686179570937993,993.8149395964783,4901.827202024404,48.33202227161052
aluminium,raw,rail,2024,2416.9888376079266,1639.7030023634493,301.8325448361085,1998.6665437712404,0.7784118554412354,0.2503345637346731,0.5668143258686786,739.0964354528161,6641.575405810082,30.67913128802315
copper,recycled,truck,Cu-DHP,4854.84271175172,501.78485664824984,188.59123814049076,1980.628623060567,0.5856452773338365,0.11432207180851417,0.8071637664216805,220.97720687972816,2602.991428295149,37.63269902609226
aluminium,recycled,ship,5052,3459.9442247267,697.1626036879056,925.1259202672987,1491.2303172151833,0.9827588161764613,0.8837585283384886,0.5608936438039106,699.8050214775368,3336.9397741416224,70.48992691539715
copper,raw,ship,Cu-PHC,3039.7792115254533,1070.9479515314615,604.1547060106227,1481.7771144597152,0.7634815329127458,0.1993405342625726,0.9361915411152101,779.5791408520139,4737.457846664653,57.591743555052844
aluminium,recycled,truck,6061,4698.304814877023,786.9702005066258,238.44333205666985,502.7615855258223,0.7767793969186303,0.8223910929462823,0.8103325075758355,153.84956673792854,3140.602603014286,87.47554046664357
copper,raw,ship,Cu-DHP,3139.303014668519,1008.3820187647892,814.0929236986254,1668.7438667721099,0.9536328564074088,0.4132226774917712,0.15624014610510262,958.1293269022232,4411.949836942598,26.934575222298065
copper,recycled,truck,Cu-OF,2867.3713328783133,591.3784404192753,923.4369429663543,816.1532328237699,0.8122926225755874,0.01429077004070034,0.38895848562793733,600.7135999686534,2572.19326355249,11.430575132034939
aluminium,raw,rail,5052,3916.8988481759234,1622.505333716814,252.60716671399817,1924.3678806349772,0.6513646885948536,0.7325328293010253,0.6684854273067788,570.7800456093594,6621.009752112801,74.52758396194129
aluminium,recycled,truck,2024,3706.99528543945,517.8743024195733,835.6712097421995,172.04110052680167,0.6480473084566856,0.5963597582193679,0.9384060316092901,369.4353489072157,1881.053263845309,75.4845758161561
copper,raw,rail,Cu-ETP,1369.2200378379473,905.8676281834571,939.9025551872155,877.3223340567248,0.750789324953228,0.3441718831678193,0.9877158687446709,885.0422134323643,3515.480213607151,58.38854152931763
aluminium,raw,ship,1100,2620.887235583545,1245.0737460927055,944.5254402664156,1116.1225704901622,0.9333041144645795,0.28154593392626337,0.7631864379628072,1441.3324749371902,4791.866856641043,45.187427511875946
copper,recycled,rail,Cu-DHP,2626.319492688134,621.3960370368673,922.740815488151,816.260852101468,0.8973646703681393,0.07369125237043472,0.5737693055793639,732.1257157752307,2715.311192292023,26.202873271119635
aluminium,raw,ship,5052,2202.0103185950516,1712.673049911242,591.7789111240925,429.05258910483724,0.9813702930284224,0.9414255948352722,0.7566096897379919,977.4554408145358,6294.250318115063,91.25958722506698
copper,recycled,truck,Cu-DHP,2827.820669685139,302.93067961215115,420.5901855284823,1190.0470926771945,0.5359430614261018,0.4939848846920857,0.2732364194639477,184.46818165062976,1628.1473955757574,48.42208728671385
copper,recycled,ship,Cu-PHC,2358.983289772149,861.9967827508086,106.54552692460835,1514.2766501040237,0.6341630344821694,0.08552451757610802,0.2836030272596327,196.35792938246095,3597.4551821733703,25.5891989389142
copper,raw,truck,Cu-ETP,1397.054702620324,963.7671069423214,154.82100418437437,1293.228806080191,0.540103853906863,0.8686797177444705,0.6543493461623232,189.14875233071598,4254.286382281226,74.62253825339924
copper,recycled,truck,Cu-DHP,2355.649192736065,805.1901168349358,485.9551137676516,476.5532091279986,0.8755395969512181,0.2788331728178167,0.8718355763999104,431.94739393176985,3304.748338392405,51.89351570098001
copper,recycled,rail,Cu-PHC,825.2462640792946,589.712858989768,459.3935317523593,1465.8998092933628,0.5704168445751918,0.20360271573465483,0.9698094891763537,368.4997773621768,2709.6734756919163,57.726109186652245
copper,recycled,rail,Cu-OF,3091.036382484852,695.6144323673063,266.24251861289486,521.2266340286808,0.5499431589988033,0.28093743834221874,0.34133460083121825,209.3551058363501,2747.5925130128953,26.156794694811275
aluminium,recycled,rail,5052,4341.445470235003,806.4097906683094,455.93202522849117,358.65270221883964,0.7808361035497788,0.5645714586071113,0.7965536231013203,334.98268572613244,2938.6750156557205,62.326040973515894
aluminium,recycled,rail,1100,3763.791879595499,786.2289351076128,257.1850589098313,1384.429350723057,0.7057423560595792,0.0740564844970365,0.8515308052874937,275.85257425135444,3497.665844528449,42.488971676115966
aluminium,raw,ship,6061,2121.7731802435005,1700.939657018635,863.9121274982565,1687.146619766719,0.8575506693812336,0.48175690912267644,0.6231732430313928,1608.6308137730973,7178.719171440385,51.48892672643638
copper,recycled,ship,Cu-DHP,891.8204250978868,753.5318277406898,368.37539008803896,968.2635009161831,0.7435076958501365,0.8957434451243126,0.3475918822297629,297.2274490889187,3455.5251655308743,60.27123882879282
copper,recycled,ship,Cu-DHP,1409.6722965137183,590.0413419138025,638.707915142479,1067.469668345491,0.7126672979702264,0.18817159584612386,0.6190885652738011,472.20359791797836,2598.475709191283,31.919251582015253
copper,recycled,truck,Cu-PHC,2954.706532226761,366.98155763763697,552.5587557991781,612.4676652377526,0.7127502243734855,0.33118877215224385,0.5844489043115128,268.1404260395948,1684.3181958370828,48.20077811485516
copper,recycled,ship,Cu-OF,1431.756875223648,369.2417755886449,146.693869834593,994.2898500689641,0.9359381901994273,0.39612196505165276,0.6065255057964909,110.3135787956958,1892.5615883157516,49.273505067681455
aluminium,recycled,ship,1100,2947.8790007823536,980.9236764314453,948.0103475420495,272.64616604469035,0.6976128253612333,0.5862207115272452,0.6192602137877214,862.5073290087034,3639.9336514080987,52.132458204383674
aluminium,raw,ship,2024,1542.1956114375453,1517.63437280852,574.503380425435,1912.1033510691502,0.6666985638848167,0.9192542465263115,0.847058190871695,1181.571316147829,6791.900502966696,85.99289890221755
copper,recycled,rail,Cu-PHC,4320.1574126423275,588.9534841316176,392.55187905263375,1602.7177007766265,0.6692675385113647,0.3945392082424255,0.17008151326733034,308.0553149869258,2873.719034494867,39.5892342442125
aluminium,raw,ship,2024,2287.721627782069,1608.3401048164292,242.31391266976144,1339.2663910361478,0.5983003984074451,0.06915284067776362,0.3672939476151681,484.70628175867125,6600.2848160913445,18.493487731090504
aluminium,raw,truck,5052,1604.9778167502097,1715.3049500485563,404.67397125415215,1081.006799651962,0.9303444252869948,0.3479508614309924,0.5860017273507114,795.1483339202053,6522.990210773273,43.100130975494274
copper,raw,rail,Cu-ETP,4155.467811111777,1277.3238866479833,118.46044272105055,1586.4165810936493,0.5733154075137907,0.1900854125998448,0.2833277386116264,323.68471853927974,5534.859237859079,22.77927898248676
aluminium,raw,truck,2024,2042.7753416245282,1657.7087414078874,427.202339813468,994.5669067757506,0.9543053688998027,0.6517744788191033,0.9781531220840393,811.8637626684016,6604.4245147560605,79.25824876693414
copper,recycled,ship,Cu-OF,1001.6945952745186,759.1623144701741,578.3373345740544,606.9480772275197,0.6417338609555031,0.029262109167332184,0.2631502596023292,445.15710074972,3216.727016382027,10.32765626755934
aluminium,raw,rail,6061,3066.842711316387,1413.7568692757754,884.6796212658503,329.14472798167736,0.9497134110869234,0.2919299710730734,0.4696288806423652,1458.6222425268204,5736.311287032992,43.00364938280693
copper,raw,truck,Cu-OF,3117.0389199709493,1064.4499173845975,718.6369759280178,1298.6953217155965,0.8954103284072885,0.5451735072326199,0.8773650457130683,879.300479034833,4686.574948254551,65.4501924246737
copper,recycled,ship,Cu-ETP,3716.130538560804,780.6984403050951,200.42408181991726,1859.557232602763,0.7909937604751793,0.2773342060495543,0.08006366266022624,288.90805656800046,3865.716271154068,24.81143270333627
copper,recycled,truck,Cu-DHP,1580.987449437735,526.3072750705461,232.97169199416498,315.7009214736588,0.8347350019592996,0.5509952833452542,0.8206880020942519,91.80050733562032,2012.4618356091821,74.99946109867233
copper,recycled,truck,Cu-PHC,2496.971025915103,842.0016039136231,485.3110310365372,368.23590965110543,0.6629220454124638,0.11471232218718319,0.57100836897467,437.0900452221447,2851.0812119438833,31.611690239897253
aluminium,raw,truck,6061,1770.655635691953,1241.8144180380718,276.13697647490903,872.8760064849748,0.7871143071638311,0.9428054879896225,0.03180204081967042,408.21835010253886,5225.506617395322,52.60219848138101
copper,recycled,ship,Cu-OF,864.2918125205965,334.9305072452038,125.06479982448018,1615.7297023601811,0.6462014503633485,0.2909068073298867,0.9029128919667692,178.07476963368748,2200.496608304555,54.51213419986656
copper,recycled,ship,Cu-ETP,4444.762221571513,856.202496060845,824.5133921062632,594.9062306532942,0.7011364069452308,0.9230008393898834,0.03919683545574304,817.4059443974777,3432.672549295089,54.12909469735619
copper,raw,truck,Cu-OF,3779.9141201975353,1289.072948508861,117.57031362819471,515.286720093356,0.8823312776146224,0.3258354395041454,0.5152177962712928,185.4733902922259,4651.894759873706,44.64923402495857
aluminium,recycled,rail,1100,1856.5837675646032,727.7596138689994,847.6206446782127,1243.7329200110394,0.6219662819051082,0.7818401911729878,0.049031246365681125,579.3562234012531,3465.1389163643453,49.90789773383112
copper,recycled,rail,Cu-ETP,3197.1784679239386,753.0362488897097,229.6935667296694,1075.8734159299204,0.9194230079187689,0.24618735746125298,0.07120009847449815,291.959472691858,3428.380607051933,17.023976524053996
aluminium,recycled,ship,1100,1405.687046605126,903.3960859961848,977.2105697264045,129.83852524602017,0.6879414268324983,0.6697689023896012,0.8872043142578919,750.5624660550425,2979.2408244049375,70.63249210494963
copper,recycled,ship,Cu-PHC,4506.064798080969,618.7206280917578,643.4865206435711,172.1650548454603,0.7660849804280905,0.32371621382276716,0.7658255469624435,359.425514377138,2329.718535580784,40.75129535043878
aluminium,raw,ship,2024,1017.0785451285964,1259.3240055975907,761.4846744669059,1289.5958305676847,0.9709802437814367,0.5091591292096588,0.19694117324489147,1065.5951827886304,5241.230177973322,34.36949056678997
aluminium,recycled,ship,2024,517.267154785104,987.3077523756509,199.43526517125838,935.5959623040814,0.8406278150934374,0.6738141457636807,0.6204679732142538,222.44782746167124,3699.448778551859,68.50279955092164
copper,recycled,ship,Cu-DHP,2759.0368898263196,819.6139144083749,875.8936661063321,1942.2446112624025,0.8228020564223137,0.5888825052029606,0.7946795684312156,929.4597224609256,3710.180852758813,73.03413345788178
aluminium,raw,rail,5052,3124.0752055379116,1303.3012131315895,855.2731085843845,1360.2775073528287,0.8558038638025145,0.5762805932836943,0.8895906413668647,1252.9375199803358,5665.217625003998,68.60995148140421
copper,recycled,ship,Cu-ETP,3105.34394133112,810.30699118624,687.6934583875459,30.04658736653059,0.9590556693802808,0.06568083565761729,0.4683069268391463,547.1499458567966,2942.351870597335,17.94968893399751
copper,raw,truck,Cu-ETP,745.3036734702183,1426.7083866099385,552.0473781358487,967.227371802919,0.6242568546107554,0.24907683217159182,0.8974998774012042,1005.4357544132107,5352.841185501014,51.79324128800244
copper,recycled,truck,Cu-OF,1913.1971311329462,629.6571673731096,749.3402558185053,834.7513907206041,0.8066206028996692,0.5718392898565416,0.5078500727175616,474.4810182398321,2594.301964553712,58.06687578849066
aluminium,raw,rail,1100,2746.3952607859933,1593.7074217336121,105.33539380319033,222.36058138759972,0.7001969271918261,0.01831720721572505,0.6882280421776911,169.4498587392743,5497.289874829921,32.51411368093224
aluminium,raw,truck,1100,1474.606335322584,1429.3423920086948,633.1966798586135,1847.1855833856582,0.5059276466051219,0.25064425511597965,0.9790293594251391,1114.0368642640003,6092.112309545277,55.172531968598264
copper,raw,rail,Cu-ETP,4426.816484686534,1069.0749885055595,862.6655214363129,1611.97248517263,0.5626504482030545,0.22918523943119673,0.23595178919452675,1058.604449868857,4829.741978787293,33.540576081605515
copper,raw,rail,Cu-PHC,891.9918025764532,1333.189888170987,421.20989845727934,467.8709577558037,0.6624959476317942,0.24985611016083442,0.16852127608247813,597.668390994939,5329.553418465718,28.076630890538986
aluminium,recycled,truck,5052,2693.229987524193,1017.1250894094849,197.46042083462515,519.4017100975644,0.7824999855909578,0.5356094995666537,0.3420188249778702,213.92690793400877,3790.3813266998836,39.70339239976115
copper,raw,ship,Cu-ETP,3611.372258809184,1292.4465317734484,478.78952476888554,73.71592610570741,0.9407373883481358,0.5819603540191924,0.16439902272030937,557.4724151236602,4606.709107983021,34.156227213451004
copper,recycled,truck,Cu-ETP,1677.879950605171,606.9543663879294,754.3940041526562,600.4677286422915,0.8955570591007198,0.9089979943728113,0.2841628057048742,506.39782970944344,2547.545366467482,60.25475339530114
copper,raw,truck,Cu-DHP,3309.0833164888318,995.3548601065029,196.57108933360527,1173.3977977375737,0.7766668362113852,0.3860310490262192,0.742985323370604,281.6657529769208,4368.594002483176,58.72308332285473
aluminium,raw,rail,5052,4232.233175640686,1232.0752275628909,285.443704191601,847.4783428894698,0.5369352089537338,0.9265789171431259,0.4775240359212872,328.29451452990776,4949.2948500678185,66.14940551089032
aluminium,raw,truck,6061,1356.5163879277138,1467.4150741480478,232.79666214582994,1938.818372802165,0.6429531451974893,0.6519543449841703,0.37504129449490187,498.0233944034635,6648.340846581472,56.40671101641418
aluminium,recycled,rail,6061,4627.492663211882,529.6097382184528,817.2529800177024,121.59953683470505,0.6833543239461219,0.9126603959005557,0.3687240052757931,350.6954158461222,2146.123368189697,68.65857250729684
copper,raw,ship,Cu-OF,2991.013396980611,1241.600779144335,156.60336020723815,1186.946016209031,0.8108585926019213,0.8334721016800484,0.1945299749000532,232.3896505839382,4650.578498843743,51.56556287005167
copper,recycled,ship,Cu-ETP,1846.5440193547724,529.6375147906627,717.9278519029897,1718.0357866090255,0.5324618114899206,0.6875824434076875,0.44741145428699525,429.828931026699,2975.771171592189,60.39562585936868
copper,recycled,ship,Cu-ETP,2438.8622392202183,754.3134718091817,429.81122867787224,966.674415695348,0.7650967772502366,0.35610589951895943,0.6246355586881762,347.019971811698,3406.5631062666566,45.469556361998045
aluminium,recycled,truck,5052,1904.8634770387457,683.38909810171,780.212118596772,15.89581391518966,0.9507322880723537,0.2411104476852185,0.13915483451822375,564.8789071597206,2323.076818322911,24.067501122166888
copper,recycled,rail,Cu-DHP,3763.0002196999226,655.7896205804593,967.9450769056339,493.17498465428764,0.8527163478487014,0.22239143551203222,0.9728128614702146,580.1511503479248,2667.8937822205007,44.12107281889037
copper,recycled,ship,Cu-PHC,4083.352985368095,622.6101130530603,203.09076962783405,654.3002615792526,0.8985384032813781,0.9521738374562813,0.4432811764267336,95.47613290402838,2650.2229708272735,70.39386987871492
copper,recycled,rail,Cu-DHP,4248.218265433974,302.8274553133447,382.9465369607126,1932.3290441693503,0.8408378241795367,0.9585738431293581,0.9479609167513947,220.2940160877393,1944.2915557452825,91.06517950989819
copper,recycled,rail,Cu-OF,4935.957123135835,343.4336389585862,829.1128849469712,1824.428830859012,0.6032945560862961,0.7248313735243089,0.13465892662418522,450.4778443779017,2142.013180574678,52.18446848899973
aluminium,recycled,ship,6061,4060.779316235076,674.2209274916123,339.54254744605885,1898.8493051641844,0.5552419100330093,0.8837959840764773,0.7672159531726802,314.5290698540468,3403.0249234111584,82.52822629615713
aluminium,recycled,ship,2024,3206.228318098535,1029.341048612459,293.60853734143683,1653.259330657767,0.9147453365024545,0.9189961630790605,0.6176380505435449,404.1576669003351,4287.531180520306,85.74928106625704
copper,raw,rail,Cu-DHP,2026.4913427630272,988.2089729398672,842.8401800820745,709.7789908866697,0.8477522180077641,0.5115561965193122,0.8200641195433708,842.4470674962507,3846.1422168929907,61.50196506079348
aluminium,raw,ship,5052,2950.6795191983724,1626.536598276325,988.3741276053732,1812.6940799714391,0.7875307794081841,0.6290596906251722,0.6006779229552052,1349.7035866209883,7235.608404643422,62.873951404502776
aluminium,raw,rail,5052,684.8067775568244,1784.0199396913724,601.1925311331693,1963.5521668147271,0.5946414324841229,0.4187544979202146,0.9628366332428061,1232.6728177958673,8027.4353075407735,71.0599360751931
copper,raw,rail,Cu-OF,3851.712839884609,1374.3405316146932,350.2438735000053,706.6419114271563,0.8016724826558768,0.4184907642852631,0.6269318309298576,506.75604998304914,5008.445145681524,41.32206027884895
copper,raw,ship,Cu-DHP,2506.799952914458,1045.7672170122264,458.7093654400486,528.5063723130334,0.51566089261108,0.03842891864461462,0.7846041253444681,551.1876107147236,3492.2021470990258,33.83489095502515
